geometry
"POLYGON ((4.5 11, 4.5 10.5, 4 10.5, 4 11, 4.5 11))"
"POLYGON ((5 11, 5 10.5, 4.5 10.5, 4.5 11, 5 11))"
"POLYGON ((5.5 11, 5.5 10.5, 5 10.5, 5 11, 5.5 11))"
"POLYGON ((6 11, 6 10.5, 5.5 10.5, 5.5 11, 6 11))"
"POLYGON ((6.5 11, 6.5 10.5, 6 10.5, 6 11, 6.5 11))"
"POLYGON ((7 11, 7 10.5, 6.5 10.5, 6.5 11, 7 11))"
"POLYGON ((7.5 11, 7.5 10.5, 7 10.5, 7 11, 7.5 11))"
"POLYGON ((8 11, 8 10.5, 7.5 10.5, 7.5 11, 8 11))"
"POLYGON ((8.5 11, 8.5 10.5, 8 10.5, 8 11, 8.5 11))"
"POLYGON ((9 11, 9 10.5, 8.5 10.5, 8.5 11, 9 11))"
"POLYGON ((9.5 11, 9.5 10.5, 9 10.5, 9 11, 9.5 11))"
"POLYGON ((10 11, 10 10.5, 9.5 10.5, 9.5 11, 10 11))"
"POLYGON ((10.5 11, 10.5 10.5, 10 10.5, 10 11, 10.5 11))"
"POLYGON ((11 11, 11 10.5, 10.5 10.5, 10.5 11, 11 11))"
"POLYGON ((11.5 11, 11.5 10.5, 11 10.5, 11 11, 11.5 11))"
"POLYGON ((12 11, 12 10.5, 11.5 10.5, 11.5 11, 12 11))"
"POLYGON ((12.5 11, 12.5 10.5, 12 10.5, 12 11, 12.5 11))"
"POLYGON ((13 11, 13 10.5, 12.5 10.5, 12.5 11, 13 11))"
"POLYGON ((13.5 11, 13.5 10.5, 13 10.5, 13 11, 13.5 11))"
"POLYGON ((14 11, 14 10.5, 13.5 10.5, 13.5 11, 14 11))"
"POLYGON ((14.5 11, 14.5 10.5, 14 10.5, 14 11, 14.5 11))"
"POLYGON ((15 11, 15 10.5, 14.5 10.5, 14.5 11, 15 11))"
"POLYGON ((15.5 11, 15.5 10.5, 15 10.5, 15 11, 15.5 11))"
"POLYGON ((16 11, 16 10.5, 15.5 10.5, 15.5 11, 16 11))"
"POLYGON ((16.5 11, 16.5 10.5, 16 10.5, 16 11, 16.5 11))"
"POLYGON ((17 11, 17 10.5, 16.5 10.5, 16.5 11, 17 11))"
"POLYGON ((17.5 11, 17.5 10.5, 17 10.5, 17 11, 17.5 11))"
"POLYGON ((18 11, 18 10.5, 17.5 10.5, 17.5 11, 18 11))"
"POLYGON ((18.5 11, 18.5 10.5, 18 10.5, 18 11, 18.5 11))"
"POLYGON ((19 11, 19 10.5, 18.5 10.5, 18.5 11, 19 11))"
"POLYGON ((19.5 11, 19.5 10.5, 19 10.5, 19 11, 19.5 11))"
"POLYGON ((20 11, 20 10.5, 19.5 10.5, 19.5 11, 20 11))"
"POLYGON ((20.5 11, 20.5 10.5, 20 10.5, 20 11, 20.5 11))"
"POLYGON ((21 11, 21 10.5, 20.5 10.5, 20.5 11, 21 11))"
"POLYGON ((21.5 11, 21.5 10.5, 21 10.5, 21 11, 21.5 11))"
"POLYGON ((22 11, 22 10.5, 21.5 10.5, 21.5 11, 22 11))"
"POLYGON ((22.5 11, 22.5 10.5, 22 10.5, 22 11, 22.5 11))"
"POLYGON ((23 11, 23 10.5, 22.5 10.5, 22.5 11, 23 11))"
"POLYGON ((23.5 11, 23.5 10.5, 23 10.5, 23 11, 23.5 11))"
"POLYGON ((24 11, 24 10.5, 23.5 10.5, 23.5 11, 24 11))"
"POLYGON ((24.5 11, 24.5 10.5, 24 10.5, 24 11, 24.5 11))"
"POLYGON ((25 11, 25 10.5, 24.5 10.5, 24.5 11, 25 11))"
"POLYGON ((25.5 11, 25.5 10.5, 25 10.5, 25 11, 25.5 11))"
"POLYGON ((26 11, 26 10.5, 25.5 10.5, 25.5 11, 26 11))"
"POLYGON ((26.5 11, 26.5 10.5, 26 10.5, 26 11, 26.5 11))"
"POLYGON ((27 11, 27 10.5, 26.5 10.5, 26.5 11, 27 11))"
"POLYGON ((27.5 11, 27.5 10.5, 27 10.5, 27 11, 27.5 11))"
"POLYGON ((28 11, 28 10.5, 27.5 10.5, 27.5 11, 28 11))"
"POLYGON ((28.5 11, 28.5 10.5, 28 10.5, 28 11, 28.5 11))"
"POLYGON ((29 11, 29 10.5, 28.5 10.5, 28.5 11, 29 11))"
"POLYGON ((29.5 11, 29.5 10.5, 29 10.5, 29 11, 29.5 11))"
"POLYGON ((30 11, 30 10.5, 29.5 10.5, 29.5 11, 30 11))"
"POLYGON ((30.5 11, 30.5 10.5, 30 10.5, 30 11, 30.5 11))"
"POLYGON ((31 11, 31 10.5, 30.5 10.5, 30.5 11, 31 11))"
"POLYGON ((31.5 11, 31.5 10.5, 31 10.5, 31 11, 31.5 11))"
"POLYGON ((32 11, 32 10.5, 31.5 10.5, 31.5 11, 32 11))"
"POLYGON ((32.5 11, 32.5 10.5, 32 10.5, 32 11, 32.5 11))"
"POLYGON ((33 11, 33 10.5, 32.5 10.5, 32.5 11, 33 11))"
"POLYGON ((33.5 11, 33.5 10.5, 33 10.5, 33 11, 33.5 11))"
"POLYGON ((34 11, 34 10.5, 33.5 10.5, 33.5 11, 34 11))"
"POLYGON ((34.5 11, 34.5 10.5, 34 10.5, 34 11, 34.5 11))"
"POLYGON ((35 11, 35 10.5, 34.5 10.5, 34.5 11, 35 11))"
"POLYGON ((35.5 11, 35.5 10.5, 35 10.5, 35 11, 35.5 11))"
"POLYGON ((36 11, 36 10.5, 35.5 10.5, 35.5 11, 36 11))"
"POLYGON ((36.5 11, 36.5 10.5, 36 10.5, 36 11, 36.5 11))"
"POLYGON ((37 11, 37 10.5, 36.5 10.5, 36.5 11, 37 11))"
"POLYGON ((37.5 11, 37.5 10.5, 37 10.5, 37 11, 37.5 11))"
"POLYGON ((38 11, 38 10.5, 37.5 10.5, 37.5 11, 38 11))"
"POLYGON ((38.5 11, 38.5 10.5, 38 10.5, 38 11, 38.5 11))"
"POLYGON ((39 11, 39 10.5, 38.5 10.5, 38.5 11, 39 11))"
"POLYGON ((39.5 11, 39.5 10.5, 39 10.5, 39 11, 39.5 11))"
"POLYGON ((40 11, 40 10.5, 39.5 10.5, 39.5 11, 40 11))"
"POLYGON ((40.5 11, 40.5 10.5, 40 10.5, 40 11, 40.5 11))"
"POLYGON ((41 11, 41 10.5, 40.5 10.5, 40.5 11, 41 11))"
"POLYGON ((41.5 11, 41.5 10.5, 41 10.5, 41 11, 41.5 11))"
"POLYGON ((42 11, 42 10.5, 41.5 10.5, 41.5 11, 42 11))"
"POLYGON ((42.5 11, 42.5 10.5, 42 10.5, 42 11, 42.5 11))"
"POLYGON ((43 11, 43 10.5, 42.5 10.5, 42.5 11, 43 11))"
"POLYGON ((43.5 11, 43.5 10.5, 43 10.5, 43 11, 43.5 11))"
"POLYGON ((44 11, 44 10.5, 43.5 10.5, 43.5 11, 44 11))"
"POLYGON ((46 11, 46 10.5, 45.5 10.5, 45.5 11, 46 11))"
"POLYGON ((47 11, 47 10.5, 46.5 10.5, 46.5 11, 47 11))"
"POLYGON ((47.5 11, 47.5 10.5, 47 10.5, 47 11, 47.5 11))"
"POLYGON ((48 11, 48 10.5, 47.5 10.5, 47.5 11, 48 11))"
"POLYGON ((48.5 11, 48.5 10.5, 48 10.5, 48 11, 48.5 11))"
"POLYGON ((49 11, 49 10.5, 48.5 10.5, 48.5 11, 49 11))"
"POLYGON ((49.5 11, 49.5 10.5, 49 10.5, 49 11, 49.5 11))"
"POLYGON ((50 11, 50 10.5, 49.5 10.5, 49.5 11, 50 11))"
"POLYGON ((50.5 11, 50.5 10.5, 50 10.5, 50 11, 50.5 11))"
"POLYGON ((51 11, 51 10.5, 50.5 10.5, 50.5 11, 51 11))"
"POLYGON ((-15.5 11.5, -15.5 11, -16 11, -16 11.5, -15.5 11.5))"
"POLYGON ((-15 11.5, -15 11, -15.5 11, -15.5 11.5, -15 11.5))"
"POLYGON ((-14.5 11.5, -14.5 11, -15 11, -15 11.5, -14.5 11.5))"
"POLYGON ((-14 11.5, -14 11, -14.5 11, -14.5 11.5, -14 11.5))"
"POLYGON ((-13.5 11.5, -13.5 11, -14 11, -14 11.5, -13.5 11.5))"
"POLYGON ((-13 11.5, -13 11, -13.5 11, -13.5 11.5, -13 11.5))"
"POLYGON ((-12.5 11.5, -12.5 11, -13 11, -13 11.5, -12.5 11.5))"
"POLYGON ((-12 11.5, -12 11, -12.5 11, -12.5 11.5, -12 11.5))"
"POLYGON ((-11.5 11.5, -11.5 11, -12 11, -12 11.5, -11.5 11.5))"
"POLYGON ((-11 11.5, -11 11, -11.5 11, -11.5 11.5, -11 11.5))"
"POLYGON ((-10.5 11.5, -10.5 11, -11 11, -11 11.5, -10.5 11.5))"
"POLYGON ((-10 11.5, -10 11, -10.5 11, -10.5 11.5, -10 11.5))"
"POLYGON ((-9.5 11.5, -9.5 11, -10 11, -10 11.5, -9.5 11.5))"
"POLYGON ((-9 11.5, -9 11, -9.5 11, -9.5 11.5, -9 11.5))"
"POLYGON ((-8.5 11.5, -8.5 11, -9 11, -9 11.5, -8.5 11.5))"
"POLYGON ((-8 11.5, -8 11, -8.5 11, -8.5 11.5, -8 11.5))"
"POLYGON ((-7.5 11.5, -7.5 11, -8 11, -8 11.5, -7.5 11.5))"
"POLYGON ((-7 11.5, -7 11, -7.5 11, -7.5 11.5, -7 11.5))"
"POLYGON ((-6.5 11.5, -6.5 11, -7 11, -7 11.5, -6.5 11.5))"
"POLYGON ((-6 11.5, -6 11, -6.5 11, -6.5 11.5, -6 11.5))"
"POLYGON ((-5.5 11.5, -5.5 11, -6 11, -6 11.5, -5.5 11.5))"
"POLYGON ((-5 11.5, -5 11, -5.5 11, -5.5 11.5, -5 11.5))"
"POLYGON ((-4.5 11.5, -4.5 11, -5 11, -5 11.5, -4.5 11.5))"
"POLYGON ((-4 11.5, -4 11, -4.5 11, -4.5 11.5, -4 11.5))"
"POLYGON ((-3.5 11.5, -3.5 11, -4 11, -4 11.5, -3.5 11.5))"
"POLYGON ((-3 11.5, -3 11, -3.5 11, -3.5 11.5, -3 11.5))"
"POLYGON ((-2.5 11.5, -2.5 11, -3 11, -3 11.5, -2.5 11.5))"
"POLYGON ((-2 11.5, -2 11, -2.5 11, -2.5 11.5, -2 11.5))"
"POLYGON ((-1.5 11.5, -1.5 11, -2 11, -2 11.5, -1.5 11.5))"
"POLYGON ((-1 11.5, -1 11, -1.5 11, -1.5 11.5, -1 11.5))"
"POLYGON ((-0.5 11.5, -0.5 11, -1 11, -1 11.5, -0.5 11.5))"
"POLYGON ((0 11.5, 0 11, -0.5 11, -0.5 11.5, 0 11.5))"
"POLYGON ((0.5 11.5, 0.5 11, 0 11, 0 11.5, 0.5 11.5))"
"POLYGON ((1 11.5, 1 11, 0.5 11, 0.5 11.5, 1 11.5))"
"POLYGON ((1.5 11.5, 1.5 11, 1 11, 1 11.5, 1.5 11.5))"
"POLYGON ((2 11.5, 2 11, 1.5 11, 1.5 11.5, 2 11.5))"
"POLYGON ((2.5 11.5, 2.5 11, 2 11, 2 11.5, 2.5 11.5))"
"POLYGON ((3 11.5, 3 11, 2.5 11, 2.5 11.5, 3 11.5))"
"POLYGON ((3.5 11.5, 3.5 11, 3 11, 3 11.5, 3.5 11.5))"
"POLYGON ((4 11.5, 4 11, 3.5 11, 3.5 11.5, 4 11.5))"
"POLYGON ((4.5 11.5, 4.5 11, 4 11, 4 11.5, 4.5 11.5))"
"POLYGON ((5 11.5, 5 11, 4.5 11, 4.5 11.5, 5 11.5))"
"POLYGON ((5.5 11.5, 5.5 11, 5 11, 5 11.5, 5.5 11.5))"
"POLYGON ((6 11.5, 6 11, 5.5 11, 5.5 11.5, 6 11.5))"
"POLYGON ((6.5 11.5, 6.5 11, 6 11, 6 11.5, 6.5 11.5))"
"POLYGON ((7 11.5, 7 11, 6.5 11, 6.5 11.5, 7 11.5))"
"POLYGON ((7.5 11.5, 7.5 11, 7 11, 7 11.5, 7.5 11.5))"
"POLYGON ((8 11.5, 8 11, 7.5 11, 7.5 11.5, 8 11.5))"
"POLYGON ((8.5 11.5, 8.5 11, 8 11, 8 11.5, 8.5 11.5))"
"POLYGON ((9 11.5, 9 11, 8.5 11, 8.5 11.5, 9 11.5))"
"POLYGON ((9.5 11.5, 9.5 11, 9 11, 9 11.5, 9.5 11.5))"
"POLYGON ((10 11.5, 10 11, 9.5 11, 9.5 11.5, 10 11.5))"
"POLYGON ((10.5 11.5, 10.5 11, 10 11, 10 11.5, 10.5 11.5))"
"POLYGON ((11 11.5, 11 11, 10.5 11, 10.5 11.5, 11 11.5))"
"POLYGON ((11.5 11.5, 11.5 11, 11 11, 11 11.5, 11.5 11.5))"
"POLYGON ((12 11.5, 12 11, 11.5 11, 11.5 11.5, 12 11.5))"
"POLYGON ((12.5 11.5, 12.5 11, 12 11, 12 11.5, 12.5 11.5))"
"POLYGON ((13 11.5, 13 11, 12.5 11, 12.5 11.5, 13 11.5))"
"POLYGON ((13.5 11.5, 13.5 11, 13 11, 13 11.5, 13.5 11.5))"
"POLYGON ((14 11.5, 14 11, 13.5 11, 13.5 11.5, 14 11.5))"
"POLYGON ((14.5 11.5, 14.5 11, 14 11, 14 11.5, 14.5 11.5))"
"POLYGON ((15 11.5, 15 11, 14.5 11, 14.5 11.5, 15 11.5))"
"POLYGON ((15.5 11.5, 15.5 11, 15 11, 15 11.5, 15.5 11.5))"
"POLYGON ((16 11.5, 16 11, 15.5 11, 15.5 11.5, 16 11.5))"
"POLYGON ((16.5 11.5, 16.5 11, 16 11, 16 11.5, 16.5 11.5))"
"POLYGON ((17 11.5, 17 11, 16.5 11, 16.5 11.5, 17 11.5))"
"POLYGON ((17.5 11.5, 17.5 11, 17 11, 17 11.5, 17.5 11.5))"
"POLYGON ((18 11.5, 18 11, 17.5 11, 17.5 11.5, 18 11.5))"
"POLYGON ((18.5 11.5, 18.5 11, 18 11, 18 11.5, 18.5 11.5))"
"POLYGON ((19 11.5, 19 11, 18.5 11, 18.5 11.5, 19 11.5))"
"POLYGON ((19.5 11.5, 19.5 11, 19 11, 19 11.5, 19.5 11.5))"
"POLYGON ((20 11.5, 20 11, 19.5 11, 19.5 11.5, 20 11.5))"
"POLYGON ((20.5 11.5, 20.5 11, 20 11, 20 11.5, 20.5 11.5))"
"POLYGON ((21 11.5, 21 11, 20.5 11, 20.5 11.5, 21 11.5))"
"POLYGON ((21.5 11.5, 21.5 11, 21 11, 21 11.5, 21.5 11.5))"
"POLYGON ((22 11.5, 22 11, 21.5 11, 21.5 11.5, 22 11.5))"
"POLYGON ((22.5 11.5, 22.5 11, 22 11, 22 11.5, 22.5 11.5))"
"POLYGON ((23 11.5, 23 11, 22.5 11, 22.5 11.5, 23 11.5))"
"POLYGON ((23.5 11.5, 23.5 11, 23 11, 23 11.5, 23.5 11.5))"
"POLYGON ((24 11.5, 24 11, 23.5 11, 23.5 11.5, 24 11.5))"
"POLYGON ((24.5 11.5, 24.5 11, 24 11, 24 11.5, 24.5 11.5))"
"POLYGON ((25 11.5, 25 11, 24.5 11, 24.5 11.5, 25 11.5))"
"POLYGON ((25.5 11.5, 25.5 11, 25 11, 25 11.5, 25.5 11.5))"
"POLYGON ((26 11.5, 26 11, 25.5 11, 25.5 11.5, 26 11.5))"
"POLYGON ((26.5 11.5, 26.5 11, 26 11, 26 11.5, 26.5 11.5))"
"POLYGON ((27 11.5, 27 11, 26.5 11, 26.5 11.5, 27 11.5))"
"POLYGON ((27.5 11.5, 27.5 11, 27 11, 27 11.5, 27.5 11.5))"
"POLYGON ((28 11.5, 28 11, 27.5 11, 27.5 11.5, 28 11.5))"
"POLYGON ((28.5 11.5, 28.5 11, 28 11, 28 11.5, 28.5 11.5))"
"POLYGON ((29 11.5, 29 11, 28.5 11, 28.5 11.5, 29 11.5))"
"POLYGON ((29.5 11.5, 29.5 11, 29 11, 29 11.5, 29.5 11.5))"
"POLYGON ((30 11.5, 30 11, 29.5 11, 29.5 11.5, 30 11.5))"
"POLYGON ((30.5 11.5, 30.5 11, 30 11, 30 11.5, 30.5 11.5))"
"POLYGON ((31 11.5, 31 11, 30.5 11, 30.5 11.5, 31 11.5))"
"POLYGON ((31.5 11.5, 31.5 11, 31 11, 31 11.5, 31.5 11.5))"
"POLYGON ((32 11.5, 32 11, 31.5 11, 31.5 11.5, 32 11.5))"
"POLYGON ((32.5 11.5, 32.5 11, 32 11, 32 11.5, 32.5 11.5))"
"POLYGON ((33 11.5, 33 11, 32.5 11, 32.5 11.5, 33 11.5))"
"POLYGON ((33.5 11.5, 33.5 11, 33 11, 33 11.5, 33.5 11.5))"
"POLYGON ((34 11.5, 34 11, 33.5 11, 33.5 11.5, 34 11.5))"
"POLYGON ((34.5 11.5, 34.5 11, 34 11, 34 11.5, 34.5 11.5))"
"POLYGON ((35 11.5, 35 11, 34.5 11, 34.5 11.5, 35 11.5))"
"POLYGON ((35.5 11.5, 35.5 11, 35 11, 35 11.5, 35.5 11.5))"
"POLYGON ((36 11.5, 36 11, 35.5 11, 35.5 11.5, 36 11.5))"
"POLYGON ((36.5 11.5, 36.5 11, 36 11, 36 11.5, 36.5 11.5))"
"POLYGON ((37 11.5, 37 11, 36.5 11, 36.5 11.5, 37 11.5))"
"POLYGON ((37.5 11.5, 37.5 11, 37 11, 37 11.5, 37.5 11.5))"
"POLYGON ((38 11.5, 38 11, 37.5 11, 37.5 11.5, 38 11.5))"
"POLYGON ((38.5 11.5, 38.5 11, 38 11, 38 11.5, 38.5 11.5))"
"POLYGON ((39 11.5, 39 11, 38.5 11, 38.5 11.5, 39 11.5))"
"POLYGON ((39.5 11.5, 39.5 11, 39 11, 39 11.5, 39.5 11.5))"
"POLYGON ((40 11.5, 40 11, 39.5 11, 39.5 11.5, 40 11.5))"
"POLYGON ((40.5 11.5, 40.5 11, 40 11, 40 11.5, 40.5 11.5))"
"POLYGON ((41 11.5, 41 11, 40.5 11, 40.5 11.5, 41 11.5))"
"POLYGON ((41.5 11.5, 41.5 11, 41 11, 41 11.5, 41.5 11.5))"
"POLYGON ((42 11.5, 42 11, 41.5 11, 41.5 11.5, 42 11.5))"
"POLYGON ((42.5 11.5, 42.5 11, 42 11, 42 11.5, 42.5 11.5))"
"POLYGON ((43 11.5, 43 11, 42.5 11, 42.5 11.5, 43 11.5))"
"POLYGON ((43.5 11.5, 43.5 11, 43 11, 43 11.5, 43.5 11.5))"
"POLYGON ((49 11.5, 49 11, 48.5 11, 48.5 11.5, 49 11.5))"
"POLYGON ((49.5 11.5, 49.5 11, 49 11, 49 11.5, 49.5 11.5))"
"POLYGON ((50 11.5, 50 11, 49.5 11, 49.5 11.5, 50 11.5))"
"POLYGON ((50.5 11.5, 50.5 11, 50 11, 50 11.5, 50.5 11.5))"
"POLYGON ((51 11.5, 51 11, 50.5 11, 50.5 11.5, 51 11.5))"
"POLYGON ((-15 12, -15 11.5, -15.5 11.5, -15.5 12, -15 12))"
"POLYGON ((-14.5 12, -14.5 11.5, -15 11.5, -15 12, -14.5 12))"
"POLYGON ((-14 12, -14 11.5, -14.5 11.5, -14.5 12, -14 12))"
"POLYGON ((-13.5 12, -13.5 11.5, -14 11.5, -14 12, -13.5 12))"
"POLYGON ((-13 12, -13 11.5, -13.5 11.5, -13.5 12, -13 12))"
"POLYGON ((-12.5 12, -12.5 11.5, -13 11.5, -13 12, -12.5 12))"
"POLYGON ((-12 12, -12 11.5, -12.5 11.5, -12.5 12, -12 12))"
"POLYGON ((-11.5 12, -11.5 11.5, -12 11.5, -12 12, -11.5 12))"
"POLYGON ((-11 12, -11 11.5, -11.5 11.5, -11.5 12, -11 12))"
"POLYGON ((-10.5 12, -10.5 11.5, -11 11.5, -11 12, -10.5 12))"
"POLYGON ((-10 12, -10 11.5, -10.5 11.5, -10.5 12, -10 12))"
"POLYGON ((-9.5 12, -9.5 11.5, -10 11.5, -10 12, -9.5 12))"
"POLYGON ((-9 12, -9 11.5, -9.5 11.5, -9.5 12, -9 12))"
"POLYGON ((-8.5 12, -8.5 11.5, -9 11.5, -9 12, -8.5 12))"
"POLYGON ((-8 12, -8 11.5, -8.5 11.5, -8.5 12, -8 12))"
"POLYGON ((-7.5 12, -7.5 11.5, -8 11.5, -8 12, -7.5 12))"
"POLYGON ((-7 12, -7 11.5, -7.5 11.5, -7.5 12, -7 12))"
"POLYGON ((-6.5 12, -6.5 11.5, -7 11.5, -7 12, -6.5 12))"
"POLYGON ((-6 12, -6 11.5, -6.5 11.5, -6.5 12, -6 12))"
"POLYGON ((-5.5 12, -5.5 11.5, -6 11.5, -6 12, -5.5 12))"
"POLYGON ((-5 12, -5 11.5, -5.5 11.5, -5.5 12, -5 12))"
"POLYGON ((-4.5 12, -4.5 11.5, -5 11.5, -5 12, -4.5 12))"
"POLYGON ((-4 12, -4 11.5, -4.5 11.5, -4.5 12, -4 12))"
"POLYGON ((-3.5 12, -3.5 11.5, -4 11.5, -4 12, -3.5 12))"
"POLYGON ((-3 12, -3 11.5, -3.5 11.5, -3.5 12, -3 12))"
"POLYGON ((-2.5 12, -2.5 11.5, -3 11.5, -3 12, -2.5 12))"
"POLYGON ((-2 12, -2 11.5, -2.5 11.5, -2.5 12, -2 12))"
"POLYGON ((-1.5 12, -1.5 11.5, -2 11.5, -2 12, -1.5 12))"
"POLYGON ((-1 12, -1 11.5, -1.5 11.5, -1.5 12, -1 12))"
"POLYGON ((-0.5 12, -0.5 11.5, -1 11.5, -1 12, -0.5 12))"
"POLYGON ((0 12, 0 11.5, -0.5 11.5, -0.5 12, 0 12))"
"POLYGON ((0.5 12, 0.5 11.5, 0 11.5, 0 12, 0.5 12))"
"POLYGON ((1 12, 1 11.5, 0.5 11.5, 0.5 12, 1 12))"
"POLYGON ((1.5 12, 1.5 11.5, 1 11.5, 1 12, 1.5 12))"
"POLYGON ((2 12, 2 11.5, 1.5 11.5, 1.5 12, 2 12))"
"POLYGON ((2.5 12, 2.5 11.5, 2 11.5, 2 12, 2.5 12))"
"POLYGON ((3 12, 3 11.5, 2.5 11.5, 2.5 12, 3 12))"
"POLYGON ((3.5 12, 3.5 11.5, 3 11.5, 3 12, 3.5 12))"
"POLYGON ((4 12, 4 11.5, 3.5 11.5, 3.5 12, 4 12))"
"POLYGON ((4.5 12, 4.5 11.5, 4 11.5, 4 12, 4.5 12))"
"POLYGON ((5 12, 5 11.5, 4.5 11.5, 4.5 12, 5 12))"
"POLYGON ((5.5 12, 5.5 11.5, 5 11.5, 5 12, 5.5 12))"
"POLYGON ((6 12, 6 11.5, 5.5 11.5, 5.5 12, 6 12))"
"POLYGON ((6.5 12, 6.5 11.5, 6 11.5, 6 12, 6.5 12))"
"POLYGON ((7 12, 7 11.5, 6.5 11.5, 6.5 12, 7 12))"
"POLYGON ((7.5 12, 7.5 11.5, 7 11.5, 7 12, 7.5 12))"
"POLYGON ((8 12, 8 11.5, 7.5 11.5, 7.5 12, 8 12))"
"POLYGON ((8.5 12, 8.5 11.5, 8 11.5, 8 12, 8.5 12))"
"POLYGON ((9 12, 9 11.5, 8.5 11.5, 8.5 12, 9 12))"
"POLYGON ((9.5 12, 9.5 11.5, 9 11.5, 9 12, 9.5 12))"
"POLYGON ((10 12, 10 11.5, 9.5 11.5, 9.5 12, 10 12))"
"POLYGON ((10.5 12, 10.5 11.5, 10 11.5, 10 12, 10.5 12))"
"POLYGON ((11 12, 11 11.5, 10.5 11.5, 10.5 12, 11 12))"
"POLYGON ((11.5 12, 11.5 11.5, 11 11.5, 11 12, 11.5 12))"
"POLYGON ((12 12, 12 11.5, 11.5 11.5, 11.5 12, 12 12))"
"POLYGON ((12.5 12, 12.5 11.5, 12 11.5, 12 12, 12.5 12))"
"POLYGON ((13 12, 13 11.5, 12.5 11.5, 12.5 12, 13 12))"
"POLYGON ((13.5 12, 13.5 11.5, 13 11.5, 13 12, 13.5 12))"
"POLYGON ((14 12, 14 11.5, 13.5 11.5, 13.5 12, 14 12))"
"POLYGON ((14.5 12, 14.5 11.5, 14 11.5, 14 12, 14.5 12))"
"POLYGON ((15 12, 15 11.5, 14.5 11.5, 14.5 12, 15 12))"
"POLYGON ((15.5 12, 15.5 11.5, 15 11.5, 15 12, 15.5 12))"
"POLYGON ((16 12, 16 11.5, 15.5 11.5, 15.5 12, 16 12))"
"POLYGON ((16.5 12, 16.5 11.5, 16 11.5, 16 12, 16.5 12))"
"POLYGON ((17 12, 17 11.5, 16.5 11.5, 16.5 12, 17 12))"
"POLYGON ((17.5 12, 17.5 11.5, 17 11.5, 17 12, 17.5 12))"
"POLYGON ((18 12, 18 11.5, 17.5 11.5, 17.5 12, 18 12))"
"POLYGON ((18.5 12, 18.5 11.5, 18 11.5, 18 12, 18.5 12))"
"POLYGON ((19 12, 19 11.5, 18.5 11.5, 18.5 12, 19 12))"
"POLYGON ((19.5 12, 19.5 11.5, 19 11.5, 19 12, 19.5 12))"
"POLYGON ((20 12, 20 11.5, 19.5 11.5, 19.5 12, 20 12))"
"POLYGON ((20.5 12, 20.5 11.5, 20 11.5, 20 12, 20.5 12))"
"POLYGON ((21 12, 21 11.5, 20.5 11.5, 20.5 12, 21 12))"
"POLYGON ((21.5 12, 21.5 11.5, 21 11.5, 21 12, 21.5 12))"
"POLYGON ((22 12, 22 11.5, 21.5 11.5, 21.5 12, 22 12))"
"POLYGON ((22.5 12, 22.5 11.5, 22 11.5, 22 12, 22.5 12))"
"POLYGON ((23 12, 23 11.5, 22.5 11.5, 22.5 12, 23 12))"
"POLYGON ((23.5 12, 23.5 11.5, 23 11.5, 23 12, 23.5 12))"
"POLYGON ((24 12, 24 11.5, 23.5 11.5, 23.5 12, 24 12))"
"POLYGON ((24.5 12, 24.5 11.5, 24 11.5, 24 12, 24.5 12))"
"POLYGON ((25 12, 25 11.5, 24.5 11.5, 24.5 12, 25 12))"
"POLYGON ((25.5 12, 25.5 11.5, 25 11.5, 25 12, 25.5 12))"
"POLYGON ((26 12, 26 11.5, 25.5 11.5, 25.5 12, 26 12))"
"POLYGON ((26.5 12, 26.5 11.5, 26 11.5, 26 12, 26.5 12))"
"POLYGON ((27 12, 27 11.5, 26.5 11.5, 26.5 12, 27 12))"
"POLYGON ((27.5 12, 27.5 11.5, 27 11.5, 27 12, 27.5 12))"
"POLYGON ((28 12, 28 11.5, 27.5 11.5, 27.5 12, 28 12))"
"POLYGON ((28.5 12, 28.5 11.5, 28 11.5, 28 12, 28.5 12))"
"POLYGON ((29 12, 29 11.5, 28.5 11.5, 28.5 12, 29 12))"
"POLYGON ((29.5 12, 29.5 11.5, 29 11.5, 29 12, 29.5 12))"
"POLYGON ((30 12, 30 11.5, 29.5 11.5, 29.5 12, 30 12))"
"POLYGON ((30.5 12, 30.5 11.5, 30 11.5, 30 12, 30.5 12))"
"POLYGON ((31 12, 31 11.5, 30.5 11.5, 30.5 12, 31 12))"
"POLYGON ((31.5 12, 31.5 11.5, 31 11.5, 31 12, 31.5 12))"
"POLYGON ((32 12, 32 11.5, 31.5 11.5, 31.5 12, 32 12))"
"POLYGON ((32.5 12, 32.5 11.5, 32 11.5, 32 12, 32.5 12))"
"POLYGON ((33 12, 33 11.5, 32.5 11.5, 32.5 12, 33 12))"
"POLYGON ((33.5 12, 33.5 11.5, 33 11.5, 33 12, 33.5 12))"
"POLYGON ((34 12, 34 11.5, 33.5 11.5, 33.5 12, 34 12))"
"POLYGON ((34.5 12, 34.5 11.5, 34 11.5, 34 12, 34.5 12))"
"POLYGON ((35 12, 35 11.5, 34.5 11.5, 34.5 12, 35 12))"
"POLYGON ((35.5 12, 35.5 11.5, 35 11.5, 35 12, 35.5 12))"
"POLYGON ((36 12, 36 11.5, 35.5 11.5, 35.5 12, 36 12))"
"POLYGON ((36.5 12, 36.5 11.5, 36 11.5, 36 12, 36.5 12))"
